id;type;full_date;year;month;title;fek;page;tomos;tomos_url
468;ΠΡΑΞH ΥΠΟΥΡΓΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ 23;18./28.6.2020;2020;6;Σύσταση, συγκρότηση και λειτουργία της Κυβερνητικής Επιτροπής Συντονισμού και Παρακολούθησης της Κυβερνητικής Πολιτικής για την αντιμετώπιση της πανδημίας του κορωνοϊού COVID19;(Α΄ 125);416;V;https://tinyurl.com/pandektis05
469;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Υπ΄ αρ. Δ1α/ΓΠ.οικ. 40383;28/28.6.2020;2020;6;Επιβολή του μέτρου του δειγματολ ηπτικού εργαστηριακού ελέγχου και του προσωρινού περιορισμού προσώπων που εισέρχονται από την αλλοδαπή, προς περιορισμό της διασποράς του κορωνοϊού COVID-19;(Β΄ 2602);419;V;https://tinyurl.com/pandektis05
470;ΑΠΟΦΑΣΗ ΠΕΡΙΦΕΡΕΙΑΡΧΗ ΑΤΤΙΚΗΣ Αριθμ. 371853;5/29.6.2020;2020;6;Τροποποίη ση-συμπλήρωση απόφασης έγκρισης εργασίας νυχτερινής, Κυριακών και εξαιρέσιμων ημερών υπηρεσιών της Περιφέρειας Αττικής, για το έτος 2020;(Β΄ 2608);420;V;https://tinyurl.com/pandektis05
471;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΗΛΙΟΥΠΟΛΗΣ Αριθμ. 688;16/29.6.2020;2020;6;Καθιέρωση υπερωριακής εργασίας του προσωπικού του Δήμου Ηλιούπολης Β΄ Εξαμήνου έτους 2020;(Β΄ 2617);16;VI;https://tinyurl.com/pandektis06
472;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΤΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΑΜΦΙΣΣΑΣ Αριθμ. 579/Δ.Σ.;1/29.6.2020;2020;6;Έγκριση υπερωριακής απασχόλησης υπαλλήλων της καθαριότητας του Γενικού Νοσοκομείου Άμφισσας για τον μήνα Ιούνιο έτους 2020;(Β΄ 2624);16;VI;https://tinyurl.com/pandektis06
473;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΟΙΚΟΝΟΜΙΚΩΝ Αριθμ. Α.1150;15.5/29.6.2020;2020;6;Διαδικασία καταβολής Φ.Π.Α. για κατασκευαστικές εργασίες σε ξενοδοχειακά καταλύματα;(Β΄ 2627);16;VI;https://tinyurl.com/pandektis06
474;NOMOΣ ΥΠ΄ ΑΡΙΘΜ. 4701;30/30.6.2020;2020;6;Πλαίσιο χορήγησης μικροχρηματοδοτήσεων, ρυθμίσεις χρηματοπιστωτικού τομέα και άλλες διατάξεις;(Α΄ 128);18;VI;https://tinyurl.com/pandektis06
475;ΑΠΟΦΑΣΗ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΣΤΑΤΙΣΤΙΚΗΣ ΑΡΧΗΣ Αριθμ. 4030/A1 -3325;12/30.6.2020;2020;6;Καθιέρωση απογευματινής υπερωριακής εργασίας για τους υπαλλήλους της Διεύθυνσης Στατιστικών Πληθυσμού, Απασχόλησης και Κόστους Ζωής της ΕΛ.ΣΤΑΤ. για τους μήνες από Ιούλιο έως και Δεκέμβριο 2020;(Β΄ 2632);25;VI;https://tinyurl.com/pandektis06
476;ΑΠΟΦΑΣΗ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΣΤΑΤΙΣΤΙΚΗΣ ΑΡΧΗΣ Αριθμ. 4032/A1 -3324;12/30.6.2020;2020;6;Καθιέρωση απογευματινής υπερωριακής εργασίας για τους υπαλλήλους της Διεύθυνσης Τομεακών Στατιστικών της ΕΛ.ΣΤΑΤ. για τους μήνες από Ιούλιο έως και Δεκέμβριο 2020;(Β΄ 2633);25;VI;https://tinyurl.com/pandektis06
477;ΑΠΟΦΑΣΗ ΠΡΟΕΔΡΟΥ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΣΤΑΤΙΣΤΙΚΗΣ ΑΡΧΗΣ Αριθμ. 4029/A1 -3210;12/30.6.2020;2020;6;Καθιέρωση απογευματινής υπερωριακής εργασίας για τους υπαλλήλους της Διεύθυνσης Στατιστικών Επιχειρήσεων της ΕΛ.ΣΤΑΤ. για τους μήνες από Ιούλιο έως και Δεκέμβριο 2020;(Β΄ 2633);25;VI;https://tinyurl.com/pandektis06
478;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΘΗΝΑΙΩΝ Αριθμ. 137106;22/30.6.2020;2020;6;Καθιέρωση υπερωριακής εργασίας, καθώς και εργασίας για Κυριακές - αργίες και νυχτερινές ώρες, για τους υπαλλήλους με σχέση εργασίας Ιδιωτικού Δικαίου του Δήμου Αθηναίων για τους μήνες Ιούλιο έως Σεπτέμβριο έτους 2020;(Β΄ 2640);26;VI;https://tinyurl.com/pandektis06
479;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΑΘΗΝΑΙΩΝ Αριθμ. 136977;22/30.6.2020;2020;6;Καθιέρωση υπερωριακής κ.λπ. εργασίας για τους μονίμους υπαλλήλους των διαφόρων υπηρεσιών του Δήμου Αθηναίων για το χρονικό διάστημα Ιούλιος - Σεπτέμβριος 2020;(Β΄ 2640);26;VI;https://tinyurl.com/pandektis06
480;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΠΙΚΡΑΤΕΙΑΣ Αριθμ. 17144 ΕΞ 2020;18/30.6.2020;2020;6;Έκτακτη οικονομική ενίσχυση στο πλαίσιο των μέτρων αποφυγής και περιορισμού της διάδοσης του κορωνοϊού;(Β΄ 2645);26;VI;https://tinyurl.com/pandektis06
481;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ Αριθμ. 94/165904;23/30.6.2020;2020;6;Χορήγηση ενισχύσεων ήσσονος σημασίας (de minimis) στον τομέα της Αλιείας στα πλαίσια εφαρμογής του Κανονισμού (ΕΕ) αριθμ. 717/2014 της Επιτροπής (ΕΕ L190/45, 28.06.2014);(Β΄ 2648);27;VI;https://tinyurl.com/pandektis06
482;ΑΠΟΦΑΣΗ ΕΘΝΙΚΗΣ ΕΠΙΤΡΟΠΗΣ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΤΑΧΥΔΡΟΜΕΙΩΝ Αριθμ. 943/1;24/30.6.2020;2020;6;Παράταση καταβολής ετησίων διοικητικών τελών έτους 2019 με τά των απαραίτητων εγγράφων;(Β΄ 2652);35;VI;https://tinyurl.com/pandektis06
483;ΑΠΟΦΑΣ H ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΠΙΚΡΑΤΕΙΑΣ Αριθμ. 66780 ΕΞ 2020;29/30.6.2020;2020;6;Παράταση αναστολής λειτουργίας του πληροφοριακού συστήματος “Κεντρικό Μητρώο Πραγματικών Δικαιούχων” του άρθρου 20 του ν. 4557/2018;(Β΄ 2655);37;VI;https://tinyurl.com/pandektis06
484;ΑΠΟΦΑΣΗ ΓΕΝΙΚΟΥ ΓΡΑΜΜΑΤΕΑ ΥΠΗΡΕΣΙΩΝ ΥΓΕΙΑΣ ΤΟΥ ΥΠΟΥΡΓΕΙΟΥ ΥΓΕΙΑΣ Αριθμ. Γ6α/Γ.Π.39226;30/30.6.2020;2020;6;Καθορισμός διαδικασίας για τη λήψη ειδικότητας α) “Επείγουσας και Εντατικής Νοσηλευτικής”, β) “Νοσηλευτικής Δημόσιας Υγείας/Κοινοτικής Νοσηλευτικής”;(Β΄ 2656);38;VI;https://tinyurl.com/pandektis06
485;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ. 41013;30/30.6.2020;2020;6;Επιβολή του μέτρου της απαγόρευσης εισόδου στη χώρα των υπηκόων τρίτων κρατών πλην των κρατών της Ευρωπαϊκής Ένωσης και της Συμφωνίας Σένγκεν προς περιορισμό της διασποράς του κορωνοϊού COVID -19 για το χρονικό διάστημα από 1.7.2020 έως και 15.7.2020;(Β΄ 2658);61;VI;https://tinyurl.com/pandektis06
486;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΥΓΕΙΑΣ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/Γ.Π.οικ. 41015;30/30.6.2020;2020;6;Επιβολή του μέτρου του προσωρινού περιορισμού συνδέσεων με Τουρκία, Ηνωμένο Βασίλειο, Βόρεια Μακεδονία, Αλβανία και Σουηδία, προς περιορισμό της διασποράς του κορωνοϊού COVID -19, για το χρονικό διάστημα από την 1.7.2020 έως και τις 15.7.2020;(Β΄ 2660);65;VI;https://tinyurl.com/pandektis06
487;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/Γ.Π.οικ. 41080;30/30.6.2020;2020;6;Επιβολή του μέτρου της απαγόρευσης του απόπλου και κατάπλου κρουαζιερόπλοιων στην ελληνική Επικράτεια, προς περιορισμό της διάδοσης του κορωνοϊού COVID -19, για το χρονικό διάστημα από 1.7.2020 έως και 15.7.2020;(Β΄ 2661);69;VI;https://tinyurl.com/pandektis06
488;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/Γ.Π.οικ. 41081;30/30.6.2020;2020;6;Μέτρα προστασίας στα ιδιωτικά και επαγγελματικά πλοία αναψυχής, καθώς και στα επαγγελματικά τουριστικά ημερόπλοια στο σύνολο της Επικράτειας, προς περιορισμό της διάδοσης του κορωνοϊού COVID -19;(Β΄ 2662);72;VI;https://tinyurl.com/pandektis06
489;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/Γ.Π.οικ. 41089;30/30.6.2020;2020;6;Μέτρα προστασίας στα ιδιωτικά και επαγγελματικά πλοία αναψυχής, ανεξαρτήτως σημαίας, που προέρχονται από το εξωτερικό, στο σύνολο της Επικράτειας, προς περιορισμό της διάδοσης του κορωνοϊού COVID -19;(Β΄ 2663);75;VI;https://tinyurl.com/pandektis06
490;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΟΙΚΟΝΟΜΙΚΩΝ Αριθμ. Α. 1156;24.6/1.7.2020;2020;7;Παράταση της προθεσμίας υποβολής των δηλώσεων φορολογίας εισοδήματος φορολογικού έτους 2019 φυσικών προσώπων του άρθρου 3 και νομικών προσώπων και νομικών οντοτήτων του άρθρου 45 του ν. 4172/2013;(Β΄ 2681);79;VI;https://tinyurl.com/pandektis06
491;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΤΟΥΡΙΣΜΟΥ Αριθμ. 9777;26.6/1.7.2020;2020;7;Τροποποίηση της υπ΄ αρ. 5981/29.11.2007 κοινής απόφασης των Υπουργών Εθνικής Παιδείας και Θρησκευμάτων και Τουριστικής Ανάπτυξης “Κανονισμός σπουδών ΑΣΤΕ του Ο.Τ.Ε.Κ .” (Β΄ 2340);(Β΄ 2682);80;VI;https://tinyurl.com/pandektis06
492;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΤΟΥΡΙΣΜΟΥ Αριθμ. 9776;26.6/1.7.2020;2020;7;Τροποποίηση της υπ΄ αρ. 12315/7.11.2007 κοινής απόφασης των Υπουργών Εθνικής Παιδείας και Θρησκευμάτων και Τουριστικής Ανάπτυξης «Κανονισμός σπουδών των Ινστιτούτων Επαγγελματικής Κατάρτισης του Ο.Τ.Ε.Κ.»;(Β΄ 2682);81;VI;https://tinyurl.com/pandektis06
493;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ Αριθμ. 82609/ΓΔ4;29.6/1.7.2020;2020;7;Έναρξη μαθημάτων σχολικών μονάδων Πρωτοβάθμιας και Δευτεροβάθμιας Εκπαίδευσης για το σχολικό έτος 20 20-2021;(Β΄ 2686);82;VI;https://tinyurl.com/pandektis06
494;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. 39432;24.6/2.7.020;2020;7;Έγκριση σύμβασης δωρεάς μεταξύ της εταιρίας με την επωνυμία «ΑΒ Βασιλόπουλος Μονοπρόσωπη Α.Ε.» και του Δήμου Αθηναίων, για την κάλυψη των αυξημένων αναγκών που ανακύπτουν λόγω του κορωνοϊού COVID-19 και τη στήριξη του προγράμματος “Βοήθεια στο Σπίτι Plus” στο πλαίσιο της συμμετοχής της στο πρόγραμμα “Υιοθέτησε την πόλη σου”;(Β΄ 2694);85;VI;https://tinyurl.com/pandektis06
495;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. 39427;24.6/2.7.2020;2020;7;«Έγκριση σύμβασης δωρεάς μεταξύ του «ΙΔΡΥΜΑΤΟΣ ΜΠΟΔΟΣΑΚΗ» και του Δήμου Αθηναίων, για την κάλυψη των αυξημένων αναγκών που ανακύπτουν λόγω του κορωνοϊού COVID-19» στο πλαίσιο της συμμετοχής του στο πρόγραμμα “Υιοθέτησε την πόλη σου”;(Β΄ 2694);86;VI;https://tinyurl.com/pandektis06
496;NOMOΣ ΥΠ΄ ΑΡΙΘΜ. 4702;3/3.7.2020;2020;7;Κύρωση: α) της από 23.6.20 20 τροποποίησης της από 6.9.2018 Σύμβασης Δωρεάς, β) των από 23.6.2020 Επιμέρους Συμβάσεων Δωρεάς για τα Έργα ΙΧ και Χ και γ) της από 23.6.2020 τροποποίησης της Επιμέρους Σύμβασης Δωρεάς για το Έργο VII - Τραύμα της από 6.9.2018 Σύμβασης Δωρεάς μεταξύ του Ιδρύματος «ΚΟΙΝΩΦΕΛΕΣ ΙΔΡΥΜΑ ΣΤΑΥΡΟΣ Σ. ΝΙΑΡΧΟΣ;(Α΄ 130);87;VI;https://tinyurl.com/pandektis06
497;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΟΥ ΓΕΝΙΚΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ «Γ. ΠΑΠΑΝΙΚΟΛΑΟΥ Αριθμ. 12/26;28.5/3.7.2020;2020;7;Γ. ΠΑΠΑΝΙΚΟΛΑΟΥ Αριθμ. 12/26 της 28.5/3.7.2020 «Τροποποίηση της υπ΄ αρ. 3ης τακτικής συνεδρίασης της 26 -2-2020 (θέμα 31ο) απόφασης του Δ.Σ. για την απ οζημίωση υπερωριακής απασχόλησης, καθώς και νυχτερινής εργασίμων ημερών και ημερησίας ή νυκτερινής που παρέχεται Κυριακές και εξαιρέσιμες ημέρες των υπαλλήλων του Νοσοκομείου μας, μόνιμων και ιδιωτικού δικαίου, για το έτος 2020;(Β΄ 2705);90;VI;https://tinyurl.com/pandektis06
498;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΚΑΙ ΥΦΥΠΟΥΡΓΟΥ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ Αριθμ. 3218;25.6/3.7.2020;2020;7;3η τροποποίηση της υπουργικής απόφασης 13214/ 30-11 -2017 (B΄ 4268): Πλαίσιο υλοποίησης Υπομέτρου 19.2, Τοπική Ανάπτυξη με Πρωτοβουλία Τοπικών Κοινοτήτων, (ΤΑΠΤοΚ) του Προγράμματος Αγροτικής Ανάπτυξης 2014 -2020, για παρεμβάσεις Ιδιωτικού χαρακτήρα και λοιπές διατάξεις εφαρμογής των Τοπικών Προγραμμάτων;(Β΄ 2723);90;VI;https://tinyurl.com/pandektis06
499;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΗ ΤΗΣ ΑΝΕΞΑΡΤΗΤΗΣ ΑΡΧΗΣ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ Aριθμ. 1159;30.6/3.7.2020;2020;7;Τροποποίηση της απόφασης Γ.Γ.Δ.Ε. ΠΟΛ.1022/ 2014 (Β΄ 179) “Υποβολή καταστάσεων φορολογικών στοιχείων, για διασταύρωση πληροφοριών” , όπως ισχύει;(Β΄ 2725);136;VI;https://tinyurl.com/pandektis06
500;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ Αριθμ. 1062/17834;2/3.7.2020;2020;7;Τροποποίηση της υπ΄ αρ. 462/41906/01.03.2019 κοινής απόφασης των Υπουργών Οικονομίας και Ανάπτυξης, Παιδείας, Έρευνας και Θρησκευμάτων και Αγροτικής Ανάπτυξης και Τροφίμων «Καθορισμός των αναγκαίων συμπληρωματικών μέτρων για την εφαρμογή των Κανονισμών (ΕΕ) υπ΄ αρ. 1308/2013 του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου (ΕΕ L 347 της 20.12.2013, σ. 671), (ΕΕ) αριθμ . 2017/39 της Επιτροπής (ΕΕ L 5 της 10.01.2017 σ. 1) και (ΕΕ) αριθμ. 2017/4 0 της Επιτροπής (ΕΕ L 5 της 10.01.2017, σ. 11) σχετικά με την υλοποίηση του Ευρω παϊκού Σχολικού Προγράμματος διανομής φρούτων, λαχανικών και γάλακτος;(Β΄ 2728);137;VI;https://tinyurl.com/pandektis06
501;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. ΓΔΟΥ 148;3/3.7.2020;2020;7;Διαδικασία και προϋποθέσεις χορήγησης ενίσχυσης με τη μορφή επιστρεπτέας προκαταβολής σε επιχειρήσεις που επλήγησαν οικονομικά λόγω της εμφάνισης και διάδοσης της νόσου του κορωνοϊού COVID -19, κατά τους μήνες Μάρτιο, Απρίλιο και Μάιο 2020;(Β΄ 2729);146;VI;https://tinyurl.com/pandektis06
502;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. 2252.1.1/41958/2020;3/4.7.2020;2020;7;Συμπληρωματική χρηματοδότηση συμβάσεων ανάθεσης δημόσιας υπηρεσίας του άρθρου εξηκοστού δεύτερου της από 30.3.2020 Πράξης Νομοθετικού Περιεχομένου (Α΄ 75) και επανακαθορισμός των δικαιούχων;(Β΄ 2735);168;VI;https://tinyurl.com/pandektis06
503;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. Α.1158;30.6/4.7.2020;2020;7;Ανακαθορισμός του χρόνου επικαιροποίησης των δημοσιοποιούμενων καταστάσεων ληξιπρόθεσμων οφειλών για το έτος 2020;(Β΄ 2745);171;VI;https://tinyurl.com/pandektis06
504;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΕΣΩΤΕΡΙΚΩΝ Αριθμ. ΔΙΔΑΔ/Φ. 70Α/37/οικ.12736;125.6/7.7.2020;2020;7;Μεταβίβαση στον Υπουργό Τουρισμού της αρμοδιότητας ορισμού του κατά ημέρα ωραρίου εργασίας και απασχόλησης και κατά τις Κυριακές και ημέρες αργίας για τους υπαλλήλους του Υπουργείου Τουρισμού;(Β΄ 2753);173;VI;https://tinyurl.com/pandektis06
505;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ Αριθμ. ΥΠΕΝ/ΕΣΠΑΕΝ/62281/399;30.6/7.7.2020;2020;7;"Τροποποίηση της υπ΄αρ. 171563/131/21.02.2018 κοινής απόφασης του Υπουργού Περιβάλλοντος και Ενέργειας και του Αναπληρωτή Υπουργού Οικονομίας και Ανάπτυξης με τίτλο: «Προκήρυξη του προγράμματος ""Εξοικονόμηση κατ΄ οίκον II"", που θα υλοποιηθεί στο πλαίσιο του ΕΣΠΑ 2014- 2020";(Β΄ 2760);174;VI;https://tinyurl.com/pandektis06
506;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ Αριθμ. 1723/179088;3/7.7.2020;2020;7;Καθορισμός των λεπτομερειών εφαρμογής του μέτρου της απόσταξης οίνου σε περίπτωση κρίσης που πραγματοποιείται στο πλαίσιο του άρθρου 3 του κατ΄ εξουσιοδότηση Καν (ΕΕ) 2020/592;(Β΄ 2764);180;VI;https://tinyurl.com/pandektis06
507;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ -ΕΣΩΤΕΡΙΚΩΝΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ -ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/ΓΠ.οικ. 42887;7/7.7.2020;2020;7;Κανόνες τήρησης αποστάσεων σε ιδιωτικές επιχειρήσεις, δημόσιες υπηρεσίες και άλλους χώρους συνάθροισης κοινού στο σύνολο της Επικράτειας, προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β΄ 2767);210;VI;https://tinyurl.com/pandektis06
508;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ Αριθμ. ΥΠΠΟΑ/ΓΔΣΠ/ΔΚΕ/ΤΕΘΧ/328947/8157/2258/728;30.6/8.7.2020;2020;7;Εισαγωγικές εξετάσεις Ανωτέρων Σχολών Χορού, σχολικού έτους 2020 -2021;(Β΄ 2769);230;VI;https://tinyurl.com/pandektis06
509;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ Αριθμ. ΥΠΠΟΑ/ΓΔΣΠ/ΔΚΕ/ΤΕΘΧ/334109/8288/2290/755;1/8.7.2020;2020;7;Παράταση προθεσμίας διεξαγωγής εισαγωγικών, επαναληπτικών, κατατακτηρίων και διπλωματικών εξετάσεων Ανωτέρων Σχολών Δραματικής Τέχνης και Ανώτερων Σχολών Χορού;(Β΄ 2769);234;VI;https://tinyurl.com/pandektis06
510;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΥΓΕΙΑΣ Αριθμ. Γ4β/Γ.Π.οικ.41763;2/8.7.2020;2020;7;Κατανομή ιδιωτών ιατρών σε δημόσια νοσοκομεία μεταξύ των Υ.ΠΕ. για την αντιμετώπιση έκτακτων αναγκών;(Β΄ 2771);235;VI;https://tinyurl.com/pandektis06
