area,areaid,dailydose1,dailydose2,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totalvaccinations
ΚΑΒΑΛΑΣ,104,0,0,-312,0,2021-03-15T00:00:00,8282,8282,4592,12874
ΚΑΛΥΜΝΟΥ,1203,0,0,-10,0,2021-03-15T00:00:00,1455,1455,720,2175
ΚΑΡΔΙΤΣΑΣ,501,0,0,-318,0,2021-03-15T00:00:00,10907,10907,4398,15305
ΚΑΡΠΑΘΟΥ,1204,0,0,-4,0,2021-03-15T00:00:00,478,478,265,743
ΚΑΣΤΟΡΙΑΣ,302,0,0,-209,0,2021-03-15T00:00:00,4880,4880,2133,7013
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,18,0,-6,18,2021-03-15T00:00:00,162,162,38,200
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,75,915,-3542,990,2021-03-15T00:00:00,121008,121009,67248,188257
ΚΕΡΚΥΡΑΣ,603,24,0,-316,24,2021-03-15T00:00:00,7180,7180,3386,10566
ΚΕΦΑΛΛΗΝΙΑΣ,604,0,0,-65,0,2021-03-15T00:00:00,4042,4042,1647,5689
ΚΙΛΚΙΣ,203,0,0,-222,0,2021-03-15T00:00:00,7122,7122,3133,10255
ΚΟΖΑΝΗΣ,303,0,0,-435,0,2021-03-15T00:00:00,10466,10466,4899,15365
ΚΟΡΙΝΘΙΑΣ,1003,0,0,-313,0,2021-03-15T00:00:00,8331,8331,3313,11644
ΚΩ,1206,13,184,53,197,2021-03-15T00:00:00,3201,3201,1194,4395
ΛΑΚΩΝΙΑΣ,1004,0,0,-191,0,2021-03-15T00:00:00,7043,7043,3223,10266
ΛΑΡΙΣΑΣ,502,0,0,-460,0,2021-03-15T00:00:00,17213,17213,8474,25687
ΛΑΣΙΘΙΟΥ,1302,0,0,-178,0,2021-03-15T00:00:00,8019,8019,4147,12166
ΛΕΣΒΟΥ,1102,0,0,-202,0,2021-03-15T00:00:00,5366,5366,2599,7965
ΛΕΥΚΑΔΑΣ,605,9,3,-62,12,2021-03-15T00:00:00,3277,3277,1475,4752
ΛΗΜΝΟΥ,1103,0,0,-54,0,2021-03-15T00:00:00,1328,1328,783,2111
ΜΑΓΝΗΣΙΑΣ,503,0,0,-460,0,2021-03-15T00:00:00,11565,11565,4916,16481
ΜΕΣΣΗΝΙΑΣ,1005,3,3,-329,6,2021-03-15T00:00:00,10381,10381,5380,15761
ΜΗΛΟΥ,1207,0,0,0,0,2021-03-15T00:00:00,460,460,286,746
ΜΥΚΟΝΟΥ,1208,0,0,0,0,2021-03-15T00:00:00,183,183,154,337
ΝΑΞΟΥ,1209,0,0,-24,0,2021-03-15T00:00:00,880,880,444,1324
ΝΗΣΩΝ,906,24,0,-149,24,2021-03-15T00:00:00,3613,3613,1740,5353
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,0,0,-899,0,2021-03-15T00:00:00,22191,22191,8951,31142
ΞΑΝΘΗΣ,105,0,0,-226,0,2021-03-15T00:00:00,5722,5722,2528,8250
ΠΑΡΟΥ,1210,0,0,0,0,2021-03-15T00:00:00,310,310,308,618
ΠΕΙΡΑΙΩΣ,908,9,129,-1282,138,2021-03-15T00:00:00,35037,35037,15779,50816
ΠΕΛΛΑΣ,204,4,0,-440,4,2021-03-15T00:00:00,11135,11135,5602,16737
ΠΙΕΡΙΑΣ,205,0,0,-299,0,2021-03-15T00:00:00,7070,7070,4200,11270
ΠΡΕΒΕΖΑΣ,404,0,0,-182,0,2021-03-15T00:00:00,4681,4681,1264,5945
ΡΕΘΥΜΝΟΥ,1303,0,0,-233,0,2021-03-15T00:00:00,7216,7216,2573,9789
ΡΟΔΟΠΗΣ,106,0,0,-231,0,2021-03-15T00:00:00,5057,5057,2455,7512
ΡΟΔΟΥ,1211,44,138,-389,182,2021-03-15T00:00:00,6553,6553,3126,9679
ΣΑΜΟΥ,1104,0,0,-71,0,2021-03-15T00:00:00,2221,2221,923,3144
ΣΕΡΡΩΝ,206,0,0,-360,0,2021-03-15T00:00:00,10513,10513,3825,14338
ΣΠΟΡΑΔΩΝ,504,0,0,-29,0,2021-03-15T00:00:00,485,485,276,761
ΣΥΡΟΥ,1212,0,0,-48,0,2021-03-15T00:00:00,1385,1385,884,2269
ΤΗΝΟΥ,1213,0,0,-6,0,2021-03-15T00:00:00,320,320,297,617
ΤΡΙΚΑΛΩΝ,505,0,0,-323,0,2021-03-15T00:00:00,10266,10266,5223,15489
ΦΘΙΩΤΙΔΑΣ,804,0,0,-378,0,2021-03-15T00:00:00,8959,8959,3974,12933
ΦΛΩΡΙΝΑΣ,304,0,0,-171,0,2021-03-15T00:00:00,4508,4508,1778,6286
ΦΩΚΙΔΑΣ,805,0,0,-59,0,2021-03-15T00:00:00,2428,2428,1091,3519
ΧΑΛΚΙΔΙΚΗΣ,207,0,0,-261,0,2021-03-15T00:00:00,8224,8224,2588,10812
ΧΑΝΙΩΝ,1304,0,0,-513,0,2021-03-15T00:00:00,14359,14359,6911,21270
ΧΙΟΥ,1105,0,0,-145,0,2021-03-15T00:00:00,4287,4287,1936,6223
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,234,114,348,348,2021-03-16T00:00:00,11123,11123,4489,15612
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,763,40,767,803,2021-03-16T00:00:00,23908,23908,9974,33882
ΑΝΔΡΟΥ,1201,1,0,1,1,2021-03-16T00:00:00,309,309,288,597
ΑΡΓΟΛΙΔΑΣ,1001,143,71,214,214,2021-03-16T00:00:00,7088,7088,3121,10209
ΑΡΚΑΔΙΑΣ,1002,104,85,189,189,2021-03-16T00:00:00,7063,7063,2924,9987
ΑΡΤΑΣ,401,100,94,194,194,2021-03-16T00:00:00,5241,5241,3439,8680
ΑΧΑΪΑΣ,702,541,250,791,791,2021-03-16T00:00:00,20474,20474,10457,30931
ΒΟΙΩΤΙΑΣ,801,126,176,302,302,2021-03-16T00:00:00,10143,10143,3094,13237
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,956,2815,3480,3771,2021-03-16T00:00:00,123133,123134,51209,174343
ΓΡΕΒΕΝΩΝ,301,65,52,117,117,2021-03-16T00:00:00,2871,2871,1354,4225
ΔΡΑΜΑΣ,101,113,133,246,246,2021-03-16T00:00:00,6935,6935,3537,10472
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,148,22,170,170,2021-03-16T00:00:00,8220,8220,3042,11262
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1159,308,1425,1467,2021-03-16T00:00:00,34539,34539,18164,52703
ΕΒΡΟΥ,102,165,268,433,433,2021-03-16T00:00:00,12670,12670,5990,18660
ΕΥΒΟΙΑΣ,802,269,306,575,575,2021-03-16T00:00:00,14955,14955,6512,21467
ΕΥΡΥΤΑΝΙΑΣ,803,24,31,55,55,2021-03-16T00:00:00,1614,1614,710,2324
ΖΑΚΥΝΘΟΥ,601,34,64,98,98,2021-03-16T00:00:00,2425,2425,1418,3843
ΗΛΕΙΑΣ,703,179,133,312,312,2021-03-16T00:00:00,9150,9150,3967,13117
ΗΜΑΘΙΑΣ,201,174,182,356,356,2021-03-16T00:00:00,9609,9609,5082,14691
ΗΡΑΚΛΕΙΟΥ,1301,459,300,759,759,2021-03-16T00:00:00,21168,21168,10414,31582
ΘΑΣΟΥ,103,0,0,0,0,2021-03-16T00:00:00,442,442,432,874
ΘΕΣΠΡΩΤΙΑΣ,402,83,98,181,181,2021-03-16T00:00:00,5247,5247,2301,7548
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2073,1589,3661,3662,2021-03-16T00:00:00,99575,99576,46309,145885
ΘΗΡΑΣ,1202,0,0,0,0,2021-03-16T00:00:00,863,863,378,1241
ΙΘΑΚΗΣ,602,52,8,60,60,2021-03-16T00:00:00,716,716,130,846
ΙΚΑΡΙΑΣ,1101,7,10,17,17,2021-03-16T00:00:00,1440,1440,692,2132
ΙΩΑΝΝΙΝΩΝ,403,245,255,500,500,2021-03-16T00:00:00,15170,15171,8688,23859
ΚΑΒΑΛΑΣ,104,228,126,354,354,2021-03-16T00:00:00,8510,8510,4718,13228
ΚΑΛΥΜΝΟΥ,1203,20,0,20,20,2021-03-16T00:00:00,1475,1475,720,2195
ΚΑΡΔΙΤΣΑΣ,501,277,52,329,329,2021-03-16T00:00:00,11184,11184,4450,15634
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,2021-03-16T00:00:00,478,478,265,743
ΚΑΣΤΟΡΙΑΣ,302,129,73,202,202,2021-03-16T00:00:00,5009,5009,2206,7215
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,18,0,0,18,2021-03-16T00:00:00,180,180,38,218
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,2825,1404,3239,4229,2021-03-16T00:00:00,123833,123834,68652,192486
ΚΕΡΚΥΡΑΣ,603,279,19,274,298,2021-03-16T00:00:00,7459,7459,3405,10864
ΚΕΦΑΛΛΗΝΙΑΣ,604,37,65,102,102,2021-03-16T00:00:00,4079,4079,1712,5791
ΚΙΛΚΙΣ,203,88,175,263,263,2021-03-16T00:00:00,7210,7210,3308,10518
ΚΟΖΑΝΗΣ,303,257,146,403,403,2021-03-16T00:00:00,10723,10723,5045,15768
ΚΟΡΙΝΘΙΑΣ,1003,228,49,277,277,2021-03-16T00:00:00,8559,8559,3362,11921
ΚΩ,1206,13,1,-183,14,2021-03-16T00:00:00,3214,3214,1195,4409
ΛΑΚΩΝΙΑΣ,1004,134,47,181,181,2021-03-16T00:00:00,7177,7177,3270,10447
ΛΑΡΙΣΑΣ,502,471,177,648,648,2021-03-16T00:00:00,17684,17684,8651,26335
ΛΑΣΙΘΙΟΥ,1302,91,138,229,229,2021-03-16T00:00:00,8110,8110,4285,12395
ΛΕΣΒΟΥ,1102,179,11,190,190,2021-03-16T00:00:00,5545,5545,2610,8155
ΛΕΥΚΑΔΑΣ,605,25,55,68,80,2021-03-16T00:00:00,3302,3302,1530,4832
ΛΗΜΝΟΥ,1103,51,0,51,51,2021-03-16T00:00:00,1379,1379,783,2162
ΜΑΓΝΗΣΙΑΣ,503,342,155,497,497,2021-03-16T00:00:00,11907,11907,5071,16978
ΜΕΣΣΗΝΙΑΣ,1005,173,169,336,342,2021-03-16T00:00:00,10554,10554,5549,16103
ΜΗΛΟΥ,1207,0,0,0,0,2021-03-16T00:00:00,460,460,286,746
ΜΥΚΟΝΟΥ,1208,5,7,12,12,2021-03-16T00:00:00,188,188,161,349
ΝΑΞΟΥ,1209,11,1,12,12,2021-03-16T00:00:00,891,891,445,1336
ΝΗΣΩΝ,906,143,20,139,163,2021-03-16T00:00:00,3756,3756,1760,5516
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,450,420,870,870,2021-03-16T00:00:00,22641,22641,9371,32012
ΞΑΝΘΗΣ,105,88,155,243,243,2021-03-16T00:00:00,5810,5810,2683,8493
ΠΑΡΟΥ,1210,4,2,6,6,2021-03-16T00:00:00,314,314,310,624
ΠΕΙΡΑΙΩΣ,908,1074,317,1253,1391,2021-03-16T00:00:00,36111,36111,16096,52207
ΠΕΛΛΑΣ,204,325,53,374,378,2021-03-16T00:00:00,11460,11460,5655,17115
ΠΙΕΡΙΑΣ,205,264,67,331,331,2021-03-16T00:00:00,7334,7334,4267,11601
ΠΡΕΒΕΖΑΣ,404,101,50,151,151,2021-03-16T00:00:00,4782,4782,1314,6096
ΡΕΘΥΜΝΟΥ,1303,88,139,227,227,2021-03-16T00:00:00,7304,7304,2712,10016
ΡΟΔΟΠΗΣ,106,154,91,245,245,2021-03-16T00:00:00,5211,5211,2546,7757
ΡΟΔΟΥ,1211,117,191,126,308,2021-03-16T00:00:00,6670,6670,3317,9987
ΣΑΜΟΥ,1104,73,3,76,76,2021-03-16T00:00:00,2294,2294,926,3220
ΣΕΡΡΩΝ,206,199,175,374,374,2021-03-16T00:00:00,10712,10712,4000,14712
ΣΠΟΡΑΔΩΝ,504,3,4,7,7,2021-03-16T00:00:00,488,488,280,768
ΣΥΡΟΥ,1212,83,4,87,87,2021-03-16T00:00:00,1468,1468,888,2356
ΤΗΝΟΥ,1213,0,0,0,0,2021-03-16T00:00:00,320,320,297,617
ΤΡΙΚΑΛΩΝ,505,218,176,394,394,2021-03-16T00:00:00,10484,10484,5399,15883
ΦΘΙΩΤΙΔΑΣ,804,202,153,355,355,2021-03-16T00:00:00,9161,9161,4127,13288
ΦΛΩΡΙΝΑΣ,304,58,57,115,115,2021-03-16T00:00:00,4566,4566,1835,6401
ΦΩΚΙΔΑΣ,805,32,26,58,58,2021-03-16T00:00:00,2460,2460,1117,3577
ΧΑΛΚΙΔΙΚΗΣ,207,149,206,355,355,2021-03-16T00:00:00,8373,8373,2794,11167
ΧΑΝΙΩΝ,1304,299,188,487,487,2021-03-16T00:00:00,14658,14658,7099,21757
ΧΙΟΥ,1105,55,69,124,124,2021-03-16T00:00:00,4342,4342,2005,6347
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,243,102,-3,345,2021-03-17T00:00:00,11366,11366,4591,15957
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,798,25,20,823,2021-03-17T00:00:00,24706,24706,9999,34705
ΑΝΔΡΟΥ,1201,7,7,13,14,2021-03-17T00:00:00,316,316,295,611
ΑΡΓΟΛΙΔΑΣ,1001,189,31,6,220,2021-03-17T00:00:00,7277,7277,3152,10429
ΑΡΚΑΔΙΑΣ,1002,151,46,8,197,2021-03-17T00:00:00,7214,7214,2970,10184
ΑΡΤΑΣ,401,115,62,-17,177,2021-03-17T00:00:00,5356,5356,3501,8857
ΑΧΑΪΑΣ,702,525,183,-83,708,2021-03-17T00:00:00,20999,20999,10640,31639
ΒΟΙΩΤΙΑΣ,801,156,125,-21,281,2021-03-17T00:00:00,10299,10299,3219,13518
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,1452,1974,-345,3426,2021-03-17T00:00:00,124585,124586,53183,177769
ΓΡΕΒΕΝΩΝ,301,69,46,-2,115,2021-03-17T00:00:00,2940,2940,1400,4340
ΔΡΑΜΑΣ,101,103,116,-27,219,2021-03-17T00:00:00,7038,7038,3653,10691
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,109,0,-61,109,2021-03-17T00:00:00,8329,8329,3042,11371
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1128,129,-210,1257,2021-03-17T00:00:00,35667,35667,18293,53960
ΕΒΡΟΥ,102,198,224,-11,422,2021-03-17T00:00:00,12868,12868,6214,19082
ΕΥΒΟΙΑΣ,802,329,166,-80,495,2021-03-17T00:00:00,15284,15284,6678,21962
ΕΥΡΥΤΑΝΙΑΣ,803,30,8,-17,38,2021-03-17T00:00:00,1644,1644,718,2362
ΖΑΚΥΝΘΟΥ,601,58,48,8,106,2021-03-17T00:00:00,2483,2483,1466,3949
ΗΛΕΙΑΣ,703,260,73,21,333,2021-03-17T00:00:00,9410,9410,4040,13450
ΗΜΑΘΙΑΣ,201,226,131,1,357,2021-03-17T00:00:00,9835,9835,5213,15048
ΗΡΑΚΛΕΙΟΥ,1301,514,270,25,784,2021-03-17T00:00:00,21682,21682,10684,32366
ΘΑΣΟΥ,103,0,6,6,6,2021-03-17T00:00:00,442,442,438,880
ΘΕΣΠΡΩΤΙΑΣ,402,108,35,-38,143,2021-03-17T00:00:00,5355,5355,2336,7691
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2085,1656,79,3741,2021-03-17T00:00:00,101659,101661,47965,149626
ΘΗΡΑΣ,1202,0,12,12,12,2021-03-17T00:00:00,863,863,390,1253
ΙΘΑΚΗΣ,602,60,0,0,60,2021-03-17T00:00:00,776,776,130,906
ΙΚΑΡΙΑΣ,1101,1,5,-11,6,2021-03-17T00:00:00,1441,1441,697,2138
ΙΩΑΝΝΙΝΩΝ,403,249,230,-21,479,2021-03-17T00:00:00,15419,15420,8918,24338
ΚΑΒΑΛΑΣ,104,231,122,-1,353,2021-03-17T00:00:00,8741,8741,4840,13581
ΚΑΛΥΜΝΟΥ,1203,17,5,2,22,2021-03-17T00:00:00,1492,1492,725,2217
ΚΑΡΔΙΤΣΑΣ,501,283,36,-10,319,2021-03-17T00:00:00,11467,11467,4486,15953
ΚΑΡΠΑΘΟΥ,1204,0,0,0,0,2021-03-17T00:00:00,478,478,265,743
ΚΑΣΤΟΡΙΑΣ,302,133,55,-14,188,2021-03-17T00:00:00,5142,5142,2261,7403
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,24,0,6,24,2021-03-17T00:00:00,204,204,38,242
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3074,830,-325,3904,2021-03-17T00:00:00,126907,126908,69482,196390
ΚΕΡΚΥΡΑΣ,603,237,17,-44,254,2021-03-17T00:00:00,7696,7696,3422,11118
ΚΕΦΑΛΛΗΝΙΑΣ,604,25,16,-61,41,2021-03-17T00:00:00,4104,4104,1728,5832
ΚΙΛΚΙΣ,203,64,134,-65,198,2021-03-17T00:00:00,7274,7274,3442,10716
ΚΟΖΑΝΗΣ,303,318,68,-17,386,2021-03-17T00:00:00,11041,11041,5113,16154
ΚΟΡΙΝΘΙΑΣ,1003,246,30,-1,276,2021-03-17T00:00:00,8805,8805,3392,12197
ΚΩ,1206,17,6,9,23,2021-03-17T00:00:00,3231,3231,1201,4432
ΛΑΚΩΝΙΑΣ,1004,168,26,13,194,2021-03-17T00:00:00,7345,7345,3296,10641
ΛΑΡΙΣΑΣ,502,491,61,-96,552,2021-03-17T00:00:00,18175,18175,8712,26887
ΛΑΣΙΘΙΟΥ,1302,111,82,-36,193,2021-03-17T00:00:00,8221,8221,4367,12588
ΛΕΣΒΟΥ,1102,180,8,-2,188,2021-03-17T00:00:00,5725,5725,2618,8343
ΛΕΥΚΑΔΑΣ,605,18,43,-19,61,2021-03-17T00:00:00,3320,3320,1573,4893
ΛΗΜΝΟΥ,1103,46,4,-1,50,2021-03-17T00:00:00,1425,1425,787,2212
ΜΑΓΝΗΣΙΑΣ,503,326,115,-56,441,2021-03-17T00:00:00,12233,12233,5186,17419
ΜΕΣΣΗΝΙΑΣ,1005,236,113,7,349,2021-03-17T00:00:00,10790,10790,5662,16452
ΜΗΛΟΥ,1207,0,0,0,0,2021-03-17T00:00:00,460,460,286,746
ΜΥΚΟΝΟΥ,1208,0,0,-12,0,2021-03-17T00:00:00,188,188,161,349
ΝΑΞΟΥ,1209,0,0,-12,0,2021-03-17T00:00:00,891,891,445,1336
ΝΗΣΩΝ,906,132,11,-20,143,2021-03-17T00:00:00,3888,3888,1771,5659
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,562,245,-63,807,2021-03-17T00:00:00,23203,23203,9616,32819
ΞΑΝΘΗΣ,105,109,133,-1,242,2021-03-17T00:00:00,5919,5919,2816,8735
ΠΑΡΟΥ,1210,0,0,-6,0,2021-03-17T00:00:00,314,314,310,624
ΠΕΙΡΑΙΩΣ,908,1063,355,27,1418,2021-03-17T00:00:00,37174,37174,16451,53625
ΠΕΛΛΑΣ,204,326,19,-33,345,2021-03-17T00:00:00,11786,11786,5674,17460
ΠΙΕΡΙΑΣ,205,312,21,2,333,2021-03-17T00:00:00,7646,7646,4288,11934
ΠΡΕΒΕΖΑΣ,404,93,49,-9,142,2021-03-17T00:00:00,4875,4875,1363,6238
ΡΕΘΥΜΝΟΥ,1303,38,126,-63,164,2021-03-17T00:00:00,7342,7342,2838,10180
ΡΟΔΟΠΗΣ,106,156,71,-18,227,2021-03-17T00:00:00,5367,5367,2617,7984
ΡΟΔΟΥ,1211,160,99,-49,259,2021-03-17T00:00:00,6830,6830,3416,10246
ΣΑΜΟΥ,1104,58,1,-17,59,2021-03-17T00:00:00,2352,2352,927,3279
ΣΕΡΡΩΝ,206,176,162,-36,338,2021-03-17T00:00:00,10888,10888,4162,15050
ΣΠΟΡΑΔΩΝ,504,0,6,-1,6,2021-03-17T00:00:00,488,488,286,774
ΣΥΡΟΥ,1212,88,3,4,91,2021-03-17T00:00:00,1556,1556,891,2447
ΤΗΝΟΥ,1213,2,10,12,12,2021-03-17T00:00:00,322,322,307,629
ΤΡΙΚΑΛΩΝ,505,275,93,-26,368,2021-03-17T00:00:00,10759,10759,5492,16251
ΦΘΙΩΤΙΔΑΣ,804,206,159,10,365,2021-03-17T00:00:00,9367,9367,4286,13653
ΦΛΩΡΙΝΑΣ,304,44,56,-15,100,2021-03-17T00:00:00,4610,4610,1891,6501
ΦΩΚΙΔΑΣ,805,39,13,-6,52,2021-03-17T00:00:00,2499,2499,1130,3629
ΧΑΛΚΙΔΙΚΗΣ,207,120,170,-65,290,2021-03-17T00:00:00,8493,8493,2964,11457
ΧΑΝΙΩΝ,1304,301,109,-77,410,2021-03-17T00:00:00,14959,14959,7208,22167
ΧΙΟΥ,1105,54,67,-3,121,2021-03-17T00:00:00,4396,4396,2072,6468
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,124,67,-5,191,2021-01-28T00:00:00,1904,1904,212,2116
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,394,76,4,470,2021-01-28T00:00:00,3789,3789,607,4396
ΑΝΔΡΟΥ,1201,55,0,55,55,2021-01-28T00:00:00,55,55,0,55
ΑΡΓΟΛΙΔΑΣ,1001,128,1,-19,129,2021-01-28T00:00:00,1697,1697,1,1698
ΑΡΚΑΔΙΑΣ,1002,92,69,29,161,2021-01-28T00:00:00,1712,1712,69,1781
ΑΡΤΑΣ,401,77,49,-12,126,2021-01-28T00:00:00,1720,1720,192,1912
ΑΧΑΪΑΣ,702,323,254,43,577,2021-01-28T00:00:00,5663,5663,1353,7016
ΒΟΙΩΤΙΑΣ,801,158,4,7,162,2021-01-28T00:00:00,1646,1646,4,1650
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,838,789,43,1627,2021-01-28T00:00:00,28548,28548,2428,30976
ΓΡΕΒΕΝΩΝ,301,50,0,2,50,2021-01-28T00:00:00,667,667,0,667
ΔΡΑΜΑΣ,101,150,0,0,150,2021-01-28T00:00:00,1771,1771,0,1771
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,125,55,6,180,2021-01-28T00:00:00,1883,1883,389,2272
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,578,156,-4,734,2021-01-28T00:00:00,8105,8105,800,8905
ΕΒΡΟΥ,102,227,1,-17,228,2021-01-28T00:00:00,3551,3551,1,3552
ΕΥΒΟΙΑΣ,802,275,49,-66,324,2021-01-28T00:00:00,3492,3492,49,3541
ΕΥΡΥΤΑΝΙΑΣ,803,36,0,6,36,2021-01-28T00:00:00,445,445,0,445
ΖΑΚΥΝΘΟΥ,601,48,0,-13,48,2021-01-28T00:00:00,873,873,0,873
ΗΛΕΙΑΣ,703,141,48,-14,189,2021-01-28T00:00:00,2207,2207,48,2255
ΗΜΑΘΙΑΣ,201,164,46,12,210,2021-01-28T00:00:00,2126,2126,188,2314
ΗΡΑΚΛΕΙΟΥ,1301,335,118,-19,453,2021-01-28T00:00:00,6638,6638,489,7127
ΘΑΣΟΥ,103,41,0,41,41,2021-01-28T00:00:00,41,41,0,41
ΘΕΣΠΡΩΤΙΑΣ,402,50,40,-12,90,2021-01-28T00:00:00,1214,1214,40,1254
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,1040,945,-82,1985,2021-01-28T00:00:00,23303,23303,3759,27062
ΘΗΡΑΣ,1202,24,0,6,24,2021-01-28T00:00:00,209,209,0,209
ΙΘΑΚΗΣ,602,0,0,0,0,2021-01-28T00:00:00,0,0,0,0
ΙΚΑΡΙΑΣ,1101,24,0,12,24,2021-01-28T00:00:00,225,225,0,225
ΙΩΑΝΝΙΝΩΝ,403,197,217,-17,414,2021-01-28T00:00:00,5062,5062,1112,6174
ΚΑΒΑΛΑΣ,104,210,0,5,210,2021-01-28T00:00:00,2377,2377,2,2379
ΚΑΛΥΜΝΟΥ,1203,61,0,1,61,2021-01-28T00:00:00,500,500,0,500
ΚΑΡΔΙΤΣΑΣ,501,114,99,-9,213,2021-01-28T00:00:00,2124,2124,381,2505
ΚΑΡΠΑΘΟΥ,1204,18,0,18,18,2021-01-28T00:00:00,165,165,0,165
ΚΑΣΤΟΡΙΑΣ,302,90,0,-6,90,2021-01-28T00:00:00,1095,1095,0,1095
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,0,0,2021-01-28T00:00:00,0,0,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1413,1809,-55,3222,2021-01-28T00:00:00,32950,32950,7645,40595
ΚΕΡΚΥΡΑΣ,603,84,0,-48,84,2021-01-28T00:00:00,1982,1982,0,1982
ΚΕΦΑΛΛΗΝΙΑΣ,604,134,0,44,134,2021-01-28T00:00:00,1146,1146,0,1146
ΚΙΛΚΙΣ,203,126,0,-12,126,2021-01-28T00:00:00,1632,1632,0,1632
ΚΟΖΑΝΗΣ,303,141,81,18,222,2021-01-28T00:00:00,1982,1982,394,2376
ΚΟΡΙΝΘΙΑΣ,1003,127,23,0,150,2021-01-28T00:00:00,1305,1305,165,1470
ΚΩ,1206,78,0,36,78,2021-01-28T00:00:00,593,593,1,594
ΛΑΚΩΝΙΑΣ,1004,45,105,19,150,2021-01-28T00:00:00,1747,1747,107,1854
ΛΑΡΙΣΑΣ,502,195,189,34,384,2021-01-28T00:00:00,4126,4126,1210,5336
ΛΑΣΙΘΙΟΥ,1302,239,1,-18,240,2021-01-28T00:00:00,2616,2616,1,2617
ΛΕΣΒΟΥ,1102,114,0,-18,114,2021-01-28T00:00:00,1591,1591,0,1591
ΛΕΥΚΑΔΑΣ,605,66,0,30,66,2021-01-28T00:00:00,639,639,0,639
ΛΗΜΝΟΥ,1103,23,0,-13,23,2021-01-28T00:00:00,490,490,0,490
ΜΑΓΝΗΣΙΑΣ,503,220,1,-49,221,2021-01-28T00:00:00,2148,2148,1,2149
ΜΕΣΣΗΝΙΑΣ,1005,183,45,-12,228,2021-01-28T00:00:00,2673,2673,45,2718
ΜΗΛΟΥ,1207,12,0,12,12,2021-01-28T00:00:00,12,12,0,12
ΜΥΚΟΝΟΥ,1208,36,0,36,36,2021-01-28T00:00:00,36,36,0,36
ΝΑΞΟΥ,1209,18,0,-12,18,2021-01-28T00:00:00,276,276,0,276
ΝΗΣΩΝ,906,187,0,169,187,2021-01-28T00:00:00,335,335,0,335
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,288,0,12,288,2021-01-28T00:00:00,3796,3796,0,3796
ΞΑΝΘΗΣ,105,116,10,30,126,2021-01-28T00:00:00,1534,1534,10,1544
ΠΑΡΟΥ,1210,42,0,42,42,2021-01-28T00:00:00,42,42,0,42
ΠΕΙΡΑΙΩΣ,908,539,118,-46,657,2021-01-28T00:00:00,8207,8207,391,8598
ΠΕΛΛΑΣ,204,133,105,-68,238,2021-01-28T00:00:00,2132,2132,380,2512
ΠΙΕΡΙΑΣ,205,166,19,0,185,2021-01-28T00:00:00,1574,1574,273,1847
ΠΡΕΒΕΖΑΣ,404,8,46,3,54,2021-01-28T00:00:00,842,842,46,888
ΡΕΘΥΜΝΟΥ,1303,137,0,-1,137,2021-01-28T00:00:00,1615,1615,0,1615
